Text;Sentiment;Kesesuaian
pemerintah tolong dong gaji aja belum naik tahun ini side job makin seret setelah kenaikan bpjs kesehatan sekarang dua setengah persen dipotong buat subsidi rumah orang gitu saya aja belum mulai nyicil rumah sendiri ;Negatif;
memanfaatkan situasi karena tagihan bpjs juga macet belum lagi operasional rs yang hampir lumpuh karena kebijakan larangan berkumpul di area publik dan minimnya pemasukan dari layanan kesehatan.;Negatif;
bpjs kesehatan akan bangun sinergi skala global lewat fpgh ;Positif;
ini tapera jatuhnya kayak bpjs kesehatan dan bpjs Ketenagakerjaan selalu dipaksakan;Negatif;
mobil jkn aplikasi andalan saat pandemi covid;Positif;
kenaikan iuran bpjs ternyata biar bpjs tetap hidup kebayang kan bpjs menanggung biaya kesehatan seluruh pengguna bpjs dari yang lancar bayar iurannya yang telat bahkan yg nunggak bertahun-tahun;Netral;
min caranya berhenti dari peserta bpjs kesehatan gimana ya;Netral;
ga di tanggung sama bpjs kesehatan ya ;Netral;
sahabat kalian sudah tahu belum kalau sekarang ada vika loh jika kalian menghubungi bpjs kesehatan care centre;Netral;
bpjs yang diwajibkan ada dua kesehatan dan ketenagakerjaan untuk yang ketenagakerjaan lumayan banget sih pas lagi pandemi gini di phk pas cek saldo tau tau ada puluhan juta ketabung disana padahal pas bayar ga berasa kalau yang kesehatan blm pernah pake anggap aja amal;Positif;
bpjs kesehatan sebagai Ketua fpgh dorong kerja sama antar anggota ;Netral;
benar ibu widy apabila sudah terdaftar autodebit pembayaran bpjs kesehatan dan ibu juga melakukan pembayaran manual maka akan double bayar apabila pada email notifikasi tdk terdapat nominal yg terdebet maka Ibu dpt melakukan pengecekan mutasi melalui mandiri online ya;Netral;
bukan semua pekerja atau buruh tetapi tenaga medis dan tenaga kesehatan yang bisa dikategorikan sebagai pak karena akan berimplikasi kepada santunan jaminan kecelakaan kerja di bpjs ketenagakerjaan;Netral;
salam sehat ibu dila jika ingin dialihkan menjadi peserta pbpu mandiri dapat dibantu melalui dm dengan mengisi data nomor kartu nomor telepon nomor rekening;Netral;
ganjarpranowo berharap pula agar bpjs ketenagakerjaan ikut berperan agar menata perusahaan termasuk para pekerja agar mematuhi protokol kesehatan guna ikut mempersiapkan kebiasaan baru;Netral;
berikan melalui dm agar dibantu proses peralihannya terima kasih;Netral;
mohon maaf atas ketidaknyamanannya setiap pertanyaan yang masuk akan kami jawab sesuai dengan urutan antrian pertanyaan yang masuk di sistem layanan jaminan kesehatan kini dalam genggaman mari download mobile jkn di play store atau app store dan nikmati ;Netral;
halo bpjs kartu saya hilang dan saya lupa nomor kartunya bagaimana cara untuk bisa dapat nomor kartu bpjs kesehatan kembali;Netral;
masih coba cara lain ada rs khusus ortopedi di surabaya yg kayaknya pasti bisa operasi setelah saya wa lalu saya telfon dan csnya bilang untuk berobat disana gak bisa pakai bpjs kesehatan dan barusan dikonfirmasi lagi dichat cobaan belum berhenti;Negatif;
salam sehat bapak amung saat ini sistem pembayaran iuran autodebet wajib untuk kepesertaan mandiri silahkan lapor ke kantor cabang dari pihak banknya untuk proses pendaftaran iuran autodebet;Netral;
setahun melawan penyakit asam lambung mujiati terbantu dengan kebaikan pemerintah melalui program jkn kis untuk segmen pbi;Positif;
mohon maaf untuk peserta mandiri pembayaran iuran wajib autodebet dibank bni bri bca btpn mandiri atau panin untuk menghindari keterlambatan pembayaran dan denda pelayanan rawat inap tingkat lanjut terima kasih;Netral;
kalau ga ngurus gatau ternyata sekarang semua peserta bpjs kesehatan wajib autodebit ngelampirkan atm dan buku rekening dan ngisi formulir persetujuan autodebet bank terkait setau saya dulu ga wajib jadi bayar masih bebas kapan aja;Negatif;
lu sadar bahwa tax ratio kita masih dibawah lima belas persen lu sadar bahwa peserta aktif bayar bpjs kesehatan cuman lima puluh tiga koma tujuh persen sebelum ngomong ideologi liat dulu statistik lapangan;Negatif;
iuran bpjs dinaikan untuk keberlangsungan kesehatan;Positif;
selamat siang bpjs kesehatan saya mau bayar bpjs kesehatan via mbanking kenapa tidak bisa apa sedang error;Netral;
daftar bpjs kesehatan itu bisa online gak sih teman teman;Netral;
ikut yuk bpjs kesehatan gelar lomba hackathon berhadiah seratus dua puluh juta rupiah;Netral;
berdasarkan perpres enam puluh empat tahun dua ribu dua puluh pemerintah bantu peserta jkn kis kelas tiga;Netral;
antrian pagi di bpjs kesehatan dan samsat bulak kapal bekasi pake masker dan jaga jarak ye ;Netral;
info tambahan pengembangan aplikasi harus berbasis mobile apps platform android ya;Netral;
saya adalah seorang kurir di salah satu perusahaan logistik bumn tapi yang ingin saya tanyakan kasihan kenapa hal bpjs ketenaga kerjaan dan bpjs kesehatan kami di cabut semenjak satu tahun lalu sementara kami kerjanya mengantarkan brng di jalanan ;Negatif;
kebaikan jkn kis dan pemerintah bantu mujiati lawan penyakitnya;Positif;
bpjs pimpin pertemuan internasional bahas jaminan kesehatan ;Netral;
cerita soko ubah hak kelas jkn kis tanpa kendala agar tetap terlindungi;Positif;
salam sehat ibu ria perubahan kelas efektif berlaku ditanggal satu bulan berikutnya dari perubahan dilakukan terima kasih;Netral;
tidak heran iuran naik bpjs aja ga bayar tenaga kesehatan juga ;Negatif;
bpjs kesehatan bener membantu warga meski di tengah pandemi begini;Positif;
bukan menjamin tapi dipaksakan sudah ada asuransi kesehatan ditambah dipaksakan bpjs oh ternyata dia cebong pantes bego nya sama kaya si joko;Negatif;
konsul kesehatan mental bisa pake bpjs kok;Positif;
rekening atau melalui mobile cash untuk pembayaran melalui sistem autodebet pembayaran autodebit melalui mobile cash adalah semacam uang elektronik yaitu dengan sistem top up menggunakan nomor handphone yang didaftarkan;Netral;
bpjs yg iurannya tidak seberapa dibandingkan dgn premi asuransi kesehatan lainnya masih juga dihujat habis oleh sebagian rakyat indonesia memang tidak pandai bersyukur kita ini;Positif;
bp jamsostek atau ketenagakerjaan bpjs kesehatan eh adalagi baru bp tapera hadeuh pendapatan gak seberapa bayar iuran mulu;Negatif;
iuran bpjs kesehatan naik yang kaya bayar miskin tak perlu;Netral;
back up asuransi nder yg basic ya kesehatan minimal bpjs punya kalau punya rezeki tambah yg swasta biar ga kalang kabut klo perlu opname tp bpjs lagi ga bisa di pakai setelah kesehatan ambil asuransi penyakit kritis jadi kalo sakit kritis dan harus berhenti kerja;Netral;
karena naiknya iurannya bagi org yg berpenghasilan minim tapi skg bpjs ada subsidi dari pemerintah untuk yg kurang mampu sisa urus di kelurahan aja insya allah semua ada jalan keluar aku pribadi bersyukur ada bpjs dan jaminan kesehatan lainnya semoga bermanfaat;Positif;
jadi kesimpulannya adalah ada pro dan kontra naiknya iuran bpjs tapi kembali lagi kesehatan tdk ada yg tau lebih baik mempersiapkan dari skrg jgn pas sakit baru ngurus eh tau tau ngurus blgnya ribet mempersulit dll ayolah berpikir kita bisa membantu yang membutuhkan;Positif;
bermanfaat sekali berkat jkn kis peserta bpjs kesehatan lancar menjalani cuci darah;Positif;
bpjs kesehatan cabang kota banjar berikan klarifikasi kepesertaan penderita kanker payudara di ciamis ;Netral;
bpjs kesehatan proses verifikasi klaim rs untuk kasus covid;Netral;
bpjs kesehatan pimpin pertemuan virtual internasional bahas apa;Netral;
sekali lagi terimakasih bpjs karna telah menanggung semua pengobatan saya kalau tdk ada bpjs saya tdk tau mau bayar pengobatan pakai apa buat teman teman semua yg mungkin secara tdk sengaja membaca twit saya ini jaga kesehatan kalian karna kesehatan lebih mahal dari apapun;Positif;
bpjs kesehatan tidak tanggap keluhan peserta bpjs kita hanya minta konfirmasi aja tapi sulit banget untuk balas dm;Negatif;
tentu saja saya berterimakasih kepada allah karna telah diberi kesehatan tapi saya juga berhak berterimakasih kepada bpjs karna berkat itu ortu saya tidak terbebani biaya rs;Positif;
dengan adanya jkn kis harisomawati salah satu peserta bpjs kesehatan bisa tetap lancar menjalani cuci darah ;Positif;
salah satu fasilitas dari bpjs kesehatan adalah menjalani cuci darah dgn gratis dan ini sdh terbukti;Positif;
syukurlah masyarakat terbantu banget dengan ada jkn kis peserta bpjs kesehatan lancar menjalani cuci darah;Positif;
budget segitu buat bpjs pun hanya untuk dapetin fasilitas kesehatan doang kan itu pun untung untungan kalo dapet rs yg emang pelayanan bpjs nya bagus ;Negatif;
kesehatan hati ga ditanggung bpjs;Negatif;
ngeluh bpjs naik tapi jaga kesehatan sendiri gak mau;Negatif;
di tengah pandemi seperti ini bahagia rasanya baca kabar pasien bpjs mendapat layanan cuci darah di tengah wabah corona;Positif;
menjadi peserta bpjs kesehatan membantu sanak kerabat kita terjaga kesehatannya salah satunya dengan fasilitas cuci darah yg disediakannya terima kasih bpjs;Positif;
butuh buat bayar bpjs kesehatan;Netral;
kebayang ga sih slur kalau keluarga kita ada yg kena gagal ginjal dan kudu cuci darah tiap minggu untuk menyambung idup pasti sedih kalau ga punya kartu jkn kis terima kasih bpjs;Positif;
kalau sakit hanya meriang dan batuk flu manfaat kartu jkn kis tidak akan berasa berbeda kalau misalnya keluarga kita harus cuci darah karena gagal ginjal kepesertaan bpjs kesehatan pasti amat membantu;Positif;
ajak milenial ciptakan inovasi digital bpjs kesehatan gelar kompetisi virtual hackathon;Positif;
beruntunglah pasien ini menjadi peserta jkn kis sehingga dia bisa membayar biaya cuci darahnya;Positif;
kemenkeu mengungkapkan utang klaim jatuh tempo yang harus dibayarkan bpjs Kesehatan pada rumah sakit ;Netral;
bukan cuma ini saja masih banyak bgt yang merasa tertolong dengan adanya jkn kis contohnya di bawah ini nih;Positif;
teruntuk bapak kami ikhlas membayar kenaikan bpjs kami tidak akan pernah menurunkan kelasnya doakan kami agar selalu mampu membayarkan bpjs kesehatan untuk kalian teruntuk mama sehat selalu cukup bapak yang meminum obat seumur hidupnya tertanda anakmu terimakasih bpjs ;Positif;
memang penanganan beberapa rs terhadap pasien bpjs masih kurang tapi di sisi lain ngebantu banget kalau lagi butuh penanganan kesehatan;Positif;
reaksi publik digital terkait naiknya tarif bpjs kesehatan ;Netral;
empat hari berturut turut emosi gara gara pelayanan bpjs kesehatan gak bener walau aku cuma perantara merasa bertanggung jawabnya itu loh bikin tension headache kapan benernya sih mereka sejak bulan lalu pelayanan kok merosot ngurus bpjs kesehatan bikin badan jadi gak sehat;Negatif;
mpo cuma bisa ucapkan terima kasih bpjs kesehatan;Netral;positif
layanan bpjs kesehatan untuk kepuasan masyarakat dengan gotong royong semua tertolong;Netral;
bukti bahwa bpjs kesehatan menolong rakyat ketika sakit peserta bpjs kesehatan lancar menjalani cuci darah di tengah wabah corona begini;Positif;
bpjs kesehatan permudah peserta turun kelas perawatan ;Positif;
benar mba bisa jor joran ngeluarin duit untungnya ada bpjs kesehatan jadi terbantu;Positif;
amerika punya utang rakyatnya terjamin orang nganggur aja dpt tunjangan lah disini leher di jerat utk kenaikan bpjs itu uang sendiri utk jamin kesehatan sendiri amerika kesehatan di jamin negara ga jelas lo cebong ngepet;Negatif;
bpjs kesehatan adalah layanan kesehatan terbaik yang pernah ada;Positif;
peserta bpjs kesehatan lancar menjalani cuci darah dengan adanya jkn kis semoga bpjs terus memberikan pelayanan terbaik bagi masyarakat;Positif;
manfaat bpjs kesehatan yang kerasa banget tuh contohnya utk pasien cuci darah biayanya enggak sedikit tp bisa tercover;Positif;
salah satu pasien yg ketolong bgt sma bpjs kesehatan tu pasien cuci darah waktu aku op tahun lalu dpt kamar ranap depan ruang cuci darah,banyak pasien yg so happy dan tertolong;Positif;
terimakasih bpjs mungkin sudah habis jutaan rupiah untuk perawatan masa lansia ibu saya jalani untuk yang masih ngotot gak mau ikut bpjs ataupun asuransi kesehatan lain saya doakan kalian tetap sehat tidak jatuh sakit karena biaya berobat itu mahal;Positif;
ngakak sih ini kena prank bpjs kesehatan katanya ga naik tiba tiba iuran naik;Negatif;
gak kebayang besarnya biaya yang harus ditanggung apabila tidak pakai bpjs buat pasien yang harus cuci darah betapa bpjs sangat membantu banget;Positif;
berdasarkan perpres delapan dua pasal lima dua gangguan kesehatan atau penyakit akibat ketergantungan obat dan atau alkohol tidak dicover bpjs;Netral;
bahagia ketika ada yang semakin sehat Ibu ini merasa sangat senang dengan adanya bpjs esehatan dia menjadi lebih tenang dalam proses pengobatan ;Positif;
bpjs kesehatan sangat membantu masyarakat mendapat layanan cuci darah di tengah wabah covid;Positif;
kalian tahu ga sih dengan adanya jkn kis peserta bpjs kesehatan lancar menjalani cuci darah;Positif;
gimana menurut kalian perusahaan yg ga ada bpjs kesehatan dan ketenagakerjaan sama pajak yg pake npwp gitu cuma gaji pokok  dan uang makan;Netral;
menurut bpjs kesehatan perpres nomor enam empat tahun dua ribu dua puluh sudah jalankan putusan ma;Netral;
anak saya keluar masuk rumah sakit sejak usia di bawah satu tahun tapi semuanya gratis berkat bpjs kesehatan jadi sedih mikirin nasib pasien cuci darah kalau sampai bpjs dihapus;Positif;
menjaring potensial klien bpjs kesehatan ;Netral;
rasa syukur yang teramat besar tiada henti terucap dari bibir ni made sri harisomawati syukur tersebut ia ucapkan khusus atas kehadiran program jaminan kesehatan nasional kis;Positif;
malam tweeps di masa pandemi virus bpjs kesehatan ri tetap melayani peserta jkn kis eperti peserta dari bali yang menerima manfaat bpjs untuk cuci darah dua kali seminggu semoga masyarakat puas dgn pelayanan bpjs kesehatan;Positif;
salah satu peserta besyukur dengan adanya jkn kis peserta bpjs kesehatan lancar menjalani cuci darah ;Positif;
salam sehat ibu titi perubahan faskes dapat dilakukan melalui aplikasi mobile jkn terima kasih;Netral;
deduction taxnya kekecilan ya terus ga ada bpjs kesehatan sama ketenagakerjaan bukannya itu wajib ya;Netral;
puji tuhan bpjs kesehatan sangat bermanfaat bagi masyarakat semoga masyarakat sehat selalu ;Positif;
formulir pendaftaran bisa diakses melalui banner pada website bpjs kesehatan mulai tanggal dua sampai lima belas juni dua ribu dua puluh;Netral;
senang mendengar ibu wati bisa mendapatkan pelayanan kesehatan yang baik dari bpjs kesehatan semoga selalu diberikan kesehatan ;Positif;
ada artikel mengenai pasien dengan ada jkn kis peserta bpjs kesehatan lancar menjalani cuci darah dan Layanan bpjs kesehatan untuk kepuasan masyarakat ;Positif;
selancar sore sore nemu artikel kalau ada pasien dengan ada jkn kis peserta bpjs kesehatan lancar menjalani cuci darah dan Layanan bpjs kesehatan untuk kepuasan masyarakat terima kasih bpjs ;Positif;
dengan adanya jkn kis peserta bpjs kesehatan harisomawati lancar menjalani cuci darah seminggu dua kali sangat membantu;Positif;
masya allah dengan adanya jkn kis peserta bpjs kesehatan lancar menjalani cuci darah sangat terbantu sekali semoga semuanya sehat selalu amin;Positif;
walaupun dalam keadaan pandemi namun peserta bpjs kesehatan masih bisa menjalani cuci darah dengan lancar;Positif;
ayah saya selalu saya wanti wanti jangan sampek telat membayar bpjs niatkan amal diberi kesehatan oleh tuhan saya sudah bersyukur dan dengan saya membayar dapat membantu orang yang sedang sakit;Positif;
kalau bpjs ketenagakerjaan mah masih bagus hitung hitung tabungan buat pensiun dan kalau kecelakaan kerja kita ikutin prosedur nya membantu banget tapi kalau bpjs kesehatan dipakai enggak dipotong setiap bulan bpjs kesehatan masih defisit terima kasih bpjs;Positif;
sore gak dipungkiri masih banyak yang tertolong oleh bpjs kesehatan ri ;Positif;
dengan adanya kenaikan iuran diharapkan bpjs bisa memberikan pelayanan yg terbaik support bpjs kesehatan memberikan layanan terbaik untuk seluruh masyarakat indonesia;Positif;
dengan iuran bpjs naik diharapkan bisa memberikan pelayanan dan fasilitas yang terbaik untuk warga Indonesia diharapkan peserta puas dengan layanan bpjs kesehatan kita juga bisa membantu mereka yang mempunyai penyakit berat;Positif;
bpjs kesehatan turun dari bulan lalu tapi turunnya ga kaya awal cuma tujuh ribu lima ratus;Netral;negatif
