,STOP_REMOVAL,STEMMING,Text_Token,Sentiment
636,plus swasta kayak askes jamsostek dilebur jd bpjs kesehatan,plus swasta kayak askes jamsostek lebur jd bpjs sehat,"['plus', 'swasta', 'kayak', 'askes', 'jamsostek', 'lebur', 'jd', 'bpjs', 'sehat']",Negatif
637,pemerintah tolong gaji side job seret kenaikan bpjs kesehatan persen dipotong subsidi rumah orang gitu nyicil rumah ,perintah tolong gaji side job seret naik bpjs sehat persen potong subsidi rumah orang gitu nyicil rumah,"['perintah', 'tolong', 'gaji', 'side', 'job', 'seret', 'naik', 'bpjs', 'sehat', 'persen', 'potong', 'subsidi', 'rumah', 'orang', 'gitu', 'nyicil', 'rumah']",Negatif
638,memanfaatkan situasi tagihan bpjs macet operasional rs lumpuh kebijakan larangan berkumpul area publik minimnya pemasukan layanan kesehatan.,manfaat situasi tagih bpjs macet operasional rs lumpuh bijak larang kumpul area publik minim pasu layan sehat,"['manfaat', 'situasi', 'tagih', 'bpjs', 'macet', 'operasional', 'rs', 'lumpuh', 'bijak', 'larang', 'kumpul', 'area', 'publik', 'minim', 'pasu', 'layan', 'sehat']",Negatif
639,bpjs kesehatan bangun sinergi skala global fpgh ,bpjs sehat bangun sinergi skala global fpgh,"['bpjs', 'sehat', 'bangun', 'sinergi', 'skala', 'global', 'fpgh']",Positif
640,tapera jatuhnya kayak bpjs kesehatan bpjs Ketenagakerjaan dipaksakan,tapera jatuh kayak bpjs sehat bpjs ketenagakerjaan paksa,"['tapera', 'jatuh', 'kayak', 'bpjs', 'sehat', 'bpjs', 'ketenagakerjaan', 'paksa']",Negatif
641,mobil jkn aplikasi andalan pandemi covid,mobil jkn aplikasi andal pandemi covid,"['mobil', 'jkn', 'aplikasi', 'andal', 'pandemi', 'covid']",Positif
642,kenaikan iuran bpjs biar bpjs hidup kebayang bpjs menanggung biaya kesehatan pengguna bpjs lancar bayar iurannya telat nunggak bertahun-tahun,naik iur bpjs biar bpjs hidup bayang bpjs tanggung biaya sehat guna bpjs lancar bayar iur telat nunggak tahun,"['naik', 'iur', 'bpjs', 'biar', 'bpjs', 'hidup', 'bayang', 'bpjs', 'tanggung', 'biaya', 'sehat', 'guna', 'bpjs', 'lancar', 'bayar', 'iur', 'telat', 'nunggak', 'tahun']",Netral
643,berhenti peserta bpjs kesehatan gimana,henti serta bpjs sehat gimana,"['henti', 'serta', 'bpjs', 'sehat', 'gimana']",Netral
644,tanggung bpjs kesehatan ,tanggung bpjs sehat,"['tanggung', 'bpjs', 'sehat']",Netral
645,sahabat vika loh menghubungi bpjs kesehatan care centre,sahabat vika loh hubung bpjs sehat care centre,"['sahabat', 'vika', 'loh', 'hubung', 'bpjs', 'sehat', 'care', 'centre']",Netral
646,bpjs diwajibkan kesehatan ketenagakerjaan ketenagakerjaan lumayan banget sih pas pandemi gini phk pas cek saldo tau tau puluhan juta ketabung disana pas bayar berasa kesehatan blm pake anggap amal,bpjs wajib sehat ketenagakerjaan ketenagakerjaan lumayan banget sih pas pandemi gin phk pas cek saldo tau tau puluh juta tabung sana pas bayar asa sehat blm pake anggap amal,"['bpjs', 'wajib', 'sehat', 'ketenagakerjaan', 'ketenagakerjaan', 'lumayan', 'banget', 'sih', 'pas', 'pandemi', 'gin', 'phk', 'pas', 'cek', 'saldo', 'tau', 'tau', 'puluh', 'juta', 'tabung', 'sana', 'pas', 'bayar', 'asa', 'sehat', 'blm', 'pake', 'anggap', 'amal']",Positif
647,bpjs kesehatan Ketua fpgh dorong kerja anggota ,bpjs sehat ketua fpgh dorong kerja anggota,"['bpjs', 'sehat', 'ketua', 'fpgh', 'dorong', 'kerja', 'anggota']",Netral
648,widy terdaftar autodebit pembayaran bpjs kesehatan pembayaran manual double bayar email notifikasi tdk nominal terdebet Ibu dpt pengecekan mutasi mandiri online,widy daftar autodebit bayar bpjs sehat bayar manual double bayar email notifikasi tdk nominal debet ibu dpt kece mutasi mandiri online,"['widy', 'daftar', 'autodebit', 'bayar', 'bpjs', 'sehat', 'bayar', 'manual', 'double', 'bayar', 'email', 'notifikasi', 'tdk', 'nominal', 'debet', 'ibu', 'dpt', 'kece', 'mutasi', 'mandiri', 'online']",Netral
649,pekerja buruh tenaga medis tenaga kesehatan dikategorikan berimplikasi santunan jaminan kecelakaan kerja bpjs ketenagakerjaan,kerja buruh tenaga medis tenaga sehat kategori implikasi santun jamin celaka kerja bpjs ketenagakerjaan,"['kerja', 'buruh', 'tenaga', 'medis', 'tenaga', 'sehat', 'kategori', 'implikasi', 'santun', 'jamin', 'celaka', 'kerja', 'bpjs', 'ketenagakerjaan']",Netral
650,salam sehat dila dialihkan peserta pbpu mandiri dibantu dm mengisi data nomor kartu nomor telepon nomor rekening,salam sehat dila alih serta pbpu mandiri bantu dm isi data nomor kartu nomor telepon nomor rekening,"['salam', 'sehat', 'dila', 'alih', 'serta', 'pbpu', 'mandiri', 'bantu', 'dm', 'isi', 'data', 'nomor', 'kartu', 'nomor', 'telepon', 'nomor', 'rekening']",Netral
651,ganjarpranowo berharap bpjs ketenagakerjaan berperan menata perusahaan pekerja mematuhi protokol kesehatan kebiasaan,ganjarpranowo harap bpjs ketenagakerjaan peran tata usaha kerja patuh protokol sehat biasa,"['ganjarpranowo', 'harap', 'bpjs', 'ketenagakerjaan', 'peran', 'tata', 'usaha', 'kerja', 'patuh', 'protokol', 'sehat', 'biasa']",Netral
652,dm dibantu proses peralihannya terima kasih,dm bantu proses alih terima kasih,"['dm', 'bantu', 'proses', 'alih', 'terima', 'kasih']",Netral
653,mohon maaf ketidaknyamanannya masuk sesuai urutan antrian masuk sistem layanan jaminan kesehatan genggaman mari download mobile jkn play store app store nikmati ,mohon maaf ketidaknyamanannya masuk sesuai urut antri masuk sistem layan jamin sehat genggam mari download mobile jkn play store app store nikmat,"['mohon', 'maaf', 'ketidaknyamanannya', 'masuk', 'sesuai', 'urut', 'antri', 'masuk', 'sistem', 'layan', 'jamin', 'sehat', 'genggam', 'mari', 'download', 'mobile', 'jkn', 'play', 'store', 'app', 'store', 'nikmat']",Netral
654,bpjs kartu hilang lupa nomor kartunya nomor kartu bpjs kesehatan,bpjs kartu hilang lupa nomor kartu nomor kartu bpjs sehat,"['bpjs', 'kartu', 'hilang', 'lupa', 'nomor', 'kartu', 'nomor', 'kartu', 'bpjs', 'sehat']",Netral
655,coba rs khusus ortopedi surabaya kayaknya operasi wa telfon csnya bilang berobat disana pakai bpjs kesehatan barusan dikonfirmasi dichat cobaan berhenti,coba rs khusus ortopedi surabaya kayak operasi wa telfon csnya bilang obat sana pakai bpjs sehat barusan konfirmasi dichat coba henti,"['coba', 'rs', 'khusus', 'ortopedi', 'surabaya', 'kayak', 'operasi', 'wa', 'telfon', 'csnya', 'bilang', 'obat', 'sana', 'pakai', 'bpjs', 'sehat', 'barusan', 'konfirmasi', 'dichat', 'coba', 'henti']",Negatif
656,salam sehat amung sistem pembayaran iuran autodebet wajib kepesertaan mandiri silahkan lapor kantor cabang banknya proses pendaftaran iuran autodebet,salam sehat amung sistem bayar iur autodebet wajib serta mandiri silah lapor kantor cabang bank proses daftar iur autodebet,"['salam', 'sehat', 'amung', 'sistem', 'bayar', 'iur', 'autodebet', 'wajib', 'serta', 'mandiri', 'silah', 'lapor', 'kantor', 'cabang', 'bank', 'proses', 'daftar', 'iur', 'autodebet']",Netral
657,setahun melawan penyakit asam lambung mujiati terbantu kebaikan pemerintah program jkn kis segmen pbi,tahun lawan sakit asam lambung mujiati bantu baik perintah program jkn kis segmen pbi,"['tahun', 'lawan', 'sakit', 'asam', 'lambung', 'mujiati', 'bantu', 'baik', 'perintah', 'program', 'jkn', 'kis', 'segmen', 'pbi']",Positif
658,mohon maaf peserta mandiri pembayaran iuran wajib autodebet dibank bni bri bca btpn mandiri panin menghindari keterlambatan pembayaran denda pelayanan rawat inap tingkat terima kasih,mohon maaf serta mandiri bayar iur wajib autodebet bank bni bri bca btpn mandiri panin hindar lambat bayar denda layan rawat inap tingkat terima kasih,"['mohon', 'maaf', 'serta', 'mandiri', 'bayar', 'iur', 'wajib', 'autodebet', 'bank', 'bni', 'bri', 'bca', 'btpn', 'mandiri', 'panin', 'hindar', 'lambat', 'bayar', 'denda', 'layan', 'rawat', 'inap', 'tingkat', 'terima', 'kasih']",Netral
659,ngurus gatau peserta bpjs kesehatan wajib autodebit ngelampirkan atm buku rekening ngisi formulir persetujuan autodebet bank terkait setau wajib bayar bebas,ngurus gatau serta bpjs sehat wajib autodebit ngelampirkan atm buku rekening ngisi formulir tuju autodebet bank kait tau wajib bayar bebas,"['ngurus', 'gatau', 'serta', 'bpjs', 'sehat', 'wajib', 'autodebit', 'ngelampirkan', 'atm', 'buku', 'rekening', 'ngisi', 'formulir', 'tuju', 'autodebet', 'bank', 'kait', 'tau', 'wajib', 'bayar', 'bebas']",Negatif
660,lu sadar tax ratio dibawah belas persen lu sadar peserta aktif bayar bpjs kesehatan cuman puluh koma tujuh persen ngomong ideologi liat statistik lapangan,lu sadar tax ratio bawah belas persen lu sadar serta aktif bayar bpjs sehat cuman puluh koma tujuh persen ngomong ideologi liat statistik lapang,"['lu', 'sadar', 'tax', 'ratio', 'bawah', 'belas', 'persen', 'lu', 'sadar', 'serta', 'aktif', 'bayar', 'bpjs', 'sehat', 'cuman', 'puluh', 'koma', 'tujuh', 'persen', 'ngomong', 'ideologi', 'liat', 'statistik', 'lapang']",Negatif
661,iuran bpjs dinaikan keberlangsungan kesehatan,iur bpjs naik langsung sehat,"['iur', 'bpjs', 'naik', 'langsung', 'sehat']",Positif
662,selamat siang bpjs kesehatan bayar bpjs kesehatan via mbanking error,selamat siang bpjs sehat bayar bpjs sehat via mbanking error,"['selamat', 'siang', 'bpjs', 'sehat', 'bayar', 'bpjs', 'sehat', 'via', 'mbanking', 'error']",Netral
663,daftar bpjs kesehatan online sih teman teman,daftar bpjs sehat online sih teman teman,"['daftar', 'bpjs', 'sehat', 'online', 'sih', 'teman', 'teman']",Netral
664,yuk bpjs kesehatan gelar lomba hackathon berhadiah seratus puluh juta rupiah,yuk bpjs sehat gelar lomba hackathon hadiah ratus puluh juta rupiah,"['yuk', 'bpjs', 'sehat', 'gelar', 'lomba', 'hackathon', 'hadiah', 'ratus', 'puluh', 'juta', 'rupiah']",Netral
665,berdasarkan perpres enam puluh ribu puluh pemerintah bantu peserta jkn kis kelas,dasar pres enam puluh ribu puluh perintah bantu serta jkn kis kelas,"['dasar', 'pres', 'enam', 'puluh', 'ribu', 'puluh', 'perintah', 'bantu', 'serta', 'jkn', 'kis', 'kelas']",Netral
666,antrian pagi bpjs kesehatan samsat bulak kapal bekasi pake masker jaga jarak ,antri pagi bpjs sehat samsat bulak kapal bekas pake masker jaga jarak,"['antri', 'pagi', 'bpjs', 'sehat', 'samsat', 'bulak', 'kapal', 'bekas', 'pake', 'masker', 'jaga', 'jarak']",Netral
667,info tambahan pengembangan aplikasi berbasis mobile apps platform android,info tambah kembang aplikasi bas mobile apps platform android,"['info', 'tambah', 'kembang', 'aplikasi', 'bas', 'mobile', 'apps', 'platform', 'android']",Netral
668,kurir salah perusahaan logistik bumn kasihan bpjs ketenaga kerjaan bpjs kesehatan cabut semenjak kerjanya mengantarkan brng jalanan ,kurir salah usaha logistik bumn kasihan bpjs tenaga kerja bpjs sehat cabut semenjak kerja antar brng jalan,"['kurir', 'salah', 'usaha', 'logistik', 'bumn', 'kasihan', 'bpjs', 'tenaga', 'kerja', 'bpjs', 'sehat', 'cabut', 'semenjak', 'kerja', 'antar', 'brng', 'jalan']",Negatif
669,kebaikan jkn kis pemerintah bantu mujiati lawan penyakitnya,baik jkn kis perintah bantu mujiati lawan sakit,"['baik', 'jkn', 'kis', 'perintah', 'bantu', 'mujiati', 'lawan', 'sakit']",Positif
670,bpjs pimpin pertemuan internasional bahas jaminan kesehatan ,bpjs pimpin temu internasional bahas jamin sehat,"['bpjs', 'pimpin', 'temu', 'internasional', 'bahas', 'jamin', 'sehat']",Netral
671,cerita soko ubah hak kelas jkn kis kendala terlindungi,cerita soko ubah hak kelas jkn kis kendala lindung,"['cerita', 'soko', 'ubah', 'hak', 'kelas', 'jkn', 'kis', 'kendala', 'lindung']",Positif
672,salam sehat ria perubahan kelas efektif berlaku ditanggal perubahan terima kasih,salam sehat ria ubah kelas efektif laku tanggal ubah terima kasih,"['salam', 'sehat', 'ria', 'ubah', 'kelas', 'efektif', 'laku', 'tanggal', 'ubah', 'terima', 'kasih']",Netral
673,heran iuran bpjs bayar tenaga kesehatan ,heran iur bpjs bayar tenaga sehat,"['heran', 'iur', 'bpjs', 'bayar', 'tenaga', 'sehat']",Negatif
674,bpjs kesehatan bener membantu warga pandemi,bpjs sehat bener bantu warga pandemi,"['bpjs', 'sehat', 'bener', 'bantu', 'warga', 'pandemi']",Positif
675,menjamin dipaksakan asuransi kesehatan ditambah dipaksakan bpjs oh cebong pantes bego kaya si joko,jamin paksa asuransi sehat tambah paksa bpjs oh cebong pantes bego kaya si joko,"['jamin', 'paksa', 'asuransi', 'sehat', 'tambah', 'paksa', 'bpjs', 'oh', 'cebong', 'pantes', 'bego', 'kaya', 'si', 'joko']",Negatif
676,konsul kesehatan mental pake bpjs,konsul sehat mental pake bpjs,"['konsul', 'sehat', 'mental', 'pake', 'bpjs']",Positif
677,rekening mobile cash pembayaran sistem autodebet pembayaran autodebit mobile cash uang elektronik sistem top up nomor handphone didaftarkan,rekening mobile cash bayar sistem autodebet bayar autodebit mobile cash uang elektronik sistem top up nomor handphone daftar,"['rekening', 'mobile', 'cash', 'bayar', 'sistem', 'autodebet', 'bayar', 'autodebit', 'mobile', 'cash', 'uang', 'elektronik', 'sistem', 'top', 'up', 'nomor', 'handphone', 'daftar']",Netral
678,bpjs iurannya dibandingkan premi asuransi kesehatan dihujat habis rakyat indonesia pandai bersyukur,bpjs iur banding premi asuransi sehat hujat habis rakyat indonesia pandai syukur,"['bpjs', 'iur', 'banding', 'premi', 'asuransi', 'sehat', 'hujat', 'habis', 'rakyat', 'indonesia', 'pandai', 'syukur']",Positif
679,bp jamsostek ketenagakerjaan bpjs kesehatan eh adalagi bp tapera hadeuh pendapatan bayar iuran mulu,bp jamsostek ketenagakerjaan bpjs sehat eh adalagi bp tapera hadeuh dapat bayar iur mulu,"['bp', 'jamsostek', 'ketenagakerjaan', 'bpjs', 'sehat', 'eh', 'adalagi', 'bp', 'tapera', 'hadeuh', 'dapat', 'bayar', 'iur', 'mulu']",Negatif
680,iuran bpjs kesehatan kaya bayar miskin,iur bpjs sehat kaya bayar miskin,"['iur', 'bpjs', 'sehat', 'kaya', 'bayar', 'miskin']",Netral
681,back up asuransi nder basic kesehatan minimal bpjs rezeki swasta biar kalang kabut klo opname bpjs pakai kesehatan ambil asuransi penyakit kritis sakit kritis berhenti kerja,back up asuransi nder basic sehat minimal bpjs rezeki swasta biar kalang kabut klo opname bpjs pakai sehat ambil asuransi sakit kritis sakit kritis henti kerja,"['back', 'up', 'asuransi', 'nder', 'basic', 'sehat', 'minimal', 'bpjs', 'rezeki', 'swasta', 'biar', 'kalang', 'kabut', 'klo', 'opname', 'bpjs', 'pakai', 'sehat', 'ambil', 'asuransi', 'sakit', 'kritis', 'sakit', 'kritis', 'henti', 'kerja']",Netral
682,naiknya iurannya org berpenghasilan minim skg bpjs subsidi pemerintah sisa urus kelurahan insya allah jalan pribadi bersyukur bpjs jaminan kesehatan semoga bermanfaat,naik iur org hasil minim skg bpjs subsidi perintah sisa urus lurah insya allah jalan pribadi syukur bpjs jamin sehat moga manfaat,"['naik', 'iur', 'org', 'hasil', 'minim', 'skg', 'bpjs', 'subsidi', 'perintah', 'sisa', 'urus', 'lurah', 'insya', 'allah', 'jalan', 'pribadi', 'syukur', 'bpjs', 'jamin', 'sehat', 'moga', 'manfaat']",Positif
683,kesimpulannya pro kontra naiknya iuran bpjs kesehatan tdk tau skrg jgn pas sakit ngurus eh tau tau ngurus blgnya ribet mempersulit ayolah berpikir membantu membutuhkan,simpul pro kontra naik iur bpjs sehat tdk tau skrg jgn pas sakit ngurus eh tau tau ngurus blgnya ribet sulit ayo pikir bantu butuh,"['simpul', 'pro', 'kontra', 'naik', 'iur', 'bpjs', 'sehat', 'tdk', 'tau', 'skrg', 'jgn', 'pas', 'sakit', 'ngurus', 'eh', 'tau', 'tau', 'ngurus', 'blgnya', 'ribet', 'sulit', 'ayo', 'pikir', 'bantu', 'butuh']",Positif
684,bermanfaat berkat jkn kis peserta bpjs kesehatan lancar menjalani cuci darah,manfaat berkat jkn kis serta bpjs sehat lancar jalan cuci darah,"['manfaat', 'berkat', 'jkn', 'kis', 'serta', 'bpjs', 'sehat', 'lancar', 'jalan', 'cuci', 'darah']",Positif
685,bpjs kesehatan cabang kota banjar klarifikasi kepesertaan penderita kanker payudara ciamis ,bpjs sehat cabang kota banjar klarifikasi serta derita kanker payudara ciamis,"['bpjs', 'sehat', 'cabang', 'kota', 'banjar', 'klarifikasi', 'serta', 'derita', 'kanker', 'payudara', 'ciamis']",Netral
686,bpjs kesehatan proses verifikasi klaim rs covid,bpjs sehat proses verifikasi klaim rs covid,"['bpjs', 'sehat', 'proses', 'verifikasi', 'klaim', 'rs', 'covid']",Netral
687,bpjs kesehatan pimpin pertemuan virtual internasional bahas,bpjs sehat pimpin temu virtual internasional bahas,"['bpjs', 'sehat', 'pimpin', 'temu', 'virtual', 'internasional', 'bahas']",Netral
688,terimakasih bpjs karna menanggung pengobatan tdk bpjs tdk tau bayar pengobatan pakai teman teman tdk sengaja membaca twit jaga kesehatan karna kesehatan mahal apapun,terimakasih bpjs karna tanggung obat tdk bpjs tdk tau bayar obat pakai teman teman tdk sengaja baca twit jaga sehat karna sehat mahal apa,"['terimakasih', 'bpjs', 'karna', 'tanggung', 'obat', 'tdk', 'bpjs', 'tdk', 'tau', 'bayar', 'obat', 'pakai', 'teman', 'teman', 'tdk', 'sengaja', 'baca', 'twit', 'jaga', 'sehat', 'karna', 'sehat', 'mahal', 'apa']",Positif
689,bpjs kesehatan tanggap keluhan peserta bpjs konfirmasi sulit banget balas dm,bpjs sehat tanggap keluh serta bpjs konfirmasi sulit banget balas dm,"['bpjs', 'sehat', 'tanggap', 'keluh', 'serta', 'bpjs', 'konfirmasi', 'sulit', 'banget', 'balas', 'dm']",Negatif
690,berterimakasih allah karna kesehatan berhak berterimakasih bpjs karna berkat ortu terbebani biaya rs,berterimakasih allah karna sehat hak berterimakasih bpjs karna berkat ortu beban biaya rs,"['berterimakasih', 'allah', 'karna', 'sehat', 'hak', 'berterimakasih', 'bpjs', 'karna', 'berkat', 'ortu', 'beban', 'biaya', 'rs']",Positif
691,jkn kis harisomawati salah peserta bpjs kesehatan lancar menjalani cuci darah ,jkn kis harisomawati salah serta bpjs sehat lancar jalan cuci darah,"['jkn', 'kis', 'harisomawati', 'salah', 'serta', 'bpjs', 'sehat', 'lancar', 'jalan', 'cuci', 'darah']",Positif
692,salah fasilitas bpjs kesehatan menjalani cuci darah gratis sdh terbukti,salah fasilitas bpjs sehat jalan cuci darah gratis sdh bukti,"['salah', 'fasilitas', 'bpjs', 'sehat', 'jalan', 'cuci', 'darah', 'gratis', 'sdh', 'bukti']",Positif
693,syukurlah masyarakat terbantu banget jkn kis peserta bpjs kesehatan lancar menjalani cuci darah,syukur masyarakat bantu banget jkn kis serta bpjs sehat lancar jalan cuci darah,"['syukur', 'masyarakat', 'bantu', 'banget', 'jkn', 'kis', 'serta', 'bpjs', 'sehat', 'lancar', 'jalan', 'cuci', 'darah']",Positif
694,budget segitu bpjs dapetin fasilitas kesehatan doang untung untungan dapet rs emang pelayanan bpjs bagus ,budget segitu bpjs dapetin fasilitas sehat doang untung untung dapet rs emang layan bpjs bagus,"['budget', 'segitu', 'bpjs', 'dapetin', 'fasilitas', 'sehat', 'doang', 'untung', 'untung', 'dapet', 'rs', 'emang', 'layan', 'bpjs', 'bagus']",Negatif
695,kesehatan hati ditanggung bpjs,sehat hati tanggung bpjs,"['sehat', 'hati', 'tanggung', 'bpjs']",Negatif
696,ngeluh bpjs jaga kesehatan,ngeluh bpjs jaga sehat,"['ngeluh', 'bpjs', 'jaga', 'sehat']",Negatif
697,pandemi bahagia baca kabar pasien bpjs layanan cuci darah wabah corona,pandemi bahagia baca kabar pasien bpjs layan cuci darah wabah corona,"['pandemi', 'bahagia', 'baca', 'kabar', 'pasien', 'bpjs', 'layan', 'cuci', 'darah', 'wabah', 'corona']",Positif
698,peserta bpjs kesehatan membantu sanak kerabat terjaga kesehatannya salah satunya fasilitas cuci darah disediakannya terima kasih bpjs,serta bpjs sehat bantu sanak kerabat jaga sehat salah satu fasilitas cuci darah sedia terima kasih bpjs,"['serta', 'bpjs', 'sehat', 'bantu', 'sanak', 'kerabat', 'jaga', 'sehat', 'salah', 'satu', 'fasilitas', 'cuci', 'darah', 'sedia', 'terima', 'kasih', 'bpjs']",Positif
