,Data_Text,Sentiment
954,moga sesuai iur bpjs tingkat kualitas layan bpjs sehat jaga langsung bpjs sehat,Positif
955,sih hilang kerja iur bpjs sehat naik perintah paham kelas naik subsidi,Positif
956,sesuai iur bpjs langsung bpjs sehat layan lapis masyarakat,Positif
957,polemik bpjs sehat isu naik iur semena mena hoax fakta sesuai kelas ubah,Positif
958,semenjak serta bpjs sehat bantu terima kasih bpjs sehat,Positif
959,mumpung thr lupa bayar zakat bayar tunggak iur bpjs langsung layan bpjs sehat optimal,Positif
960,putus ambil berat langsung bpjs sehat tingkat cukup dana layan,Positif
961,bpjs jaga kualitas sinambung program jamin sehat,Positif
962,didebatin bantu perintah kasi urus sehat rakyat moga pemerintahanan turunin bpjs,Positif
963,naik iur bpjs timbang matang lanjut layan bpjs sehat,Positif
964,kelas mampu ekonomi beda kelas mampu ekonomi harap langsung bpjs sehat,Positif
965,sanggup bayar bpjs bpjs pola hidup sehat doa moga senantiasa sehat biar uang obat keluh trs medsos sanggup renti gitu repot,Positif
966,bpjs sehat jamin bayar iur nunggak jaga sehat,Positif
967,perintah jg bijak covid tunggak iur bpjs bayar maksimal enam tunggak jg serta bpjs sehat jkn kis tunggak longgar lunas status serta aktif,Positif
968,prinsip bpjs sehat gotong royong tolong naik iur tolong tingkat faslititas bpjs sehat,Positif
969,heboh marah provokasi tugas bpjs sehat biar salah paham serta jkn kis tunggak longgar lunas status serta aktif,Positif
970,iur bpjs sehat kelas kelas kelas gratis gratis teriak iur bpjs sengsara orang miskin org bagi org miskin lindung balik org miskin,Positif
971,sulit perintah jg pikir bpjs sehat covid tunggak iur bpjs bayar maksimal enam tunggak khawatir makan hoaks,Positif
972,bpjs sehat sakit bayar biaya rumah sakit mahal rajin bayar iur bpjs,Positif
973,prinsip anut bpjs sehat gotong royong tolong sambung,Positif
974,tutup bahas bpjs sehat moga baik yuk tolong gotong royong serta bpjs,Positif
975,serta bpjs sehat dukung bijak bpjs sehat layan masyarakat,Positif
976,bpjs sehat utama baik salah prinsip gotong royong,Positif
977,bahas bpjs sehat moga baik yuk tolong gotong royong,Positif
978,iur bpjs sikap bijak alhamdulillah subsidi pasti support bpjs sehat layan baik,Positif
979,iur bayar heboh ubah angka jg heboh baca tabel iur bpjs jd paham bpjs sehat,Positif
980,dukung bpjs sehat layan baik serta,Positif
981,putus berat ambil krisis perintah solusi langsung bpjs sehat dukung,Positif
982,kontribusi jaga serta bpjs sehat aktif rajin bayar iur bpjs rutin,Positif
983,moga gotong royong jaga kualitas sinambung program jamin sehat masyarakat program bpjs jalan,Positif
984,dasar bpjs sehat layan sehat serta jkn kis hambat pandemi,Positif
985,sih kaget turut sih gpp biaa tingkat fasilitas bpjs sehat,Positif
986,naik iur langsung bpjs sehat,Positif
987,tdk batas asuransi sehat batas limit bpjs tercover,Positif
988,subsidi perintah kls mandiri bagi bentuk gotong royong terap bpjs sehat elemen libat tutup keluar,Positif
989,support bpjs sehat layan puas masyarakat gotong royong tolong,Positif
990,prinsip gotong royong tolong lapis masyarakat layan sehat bpjs,Positif
991,iur bpjs negara hadir sesuai iur bpjs sehat sesuai pres no enam ribu puluh,Positif
992,bpjs pandang sbg solusi jangka sedia layan sehat mandiri sustainable prinsip gotong royong patut ada masyarakat beli rokok pulsa iur bpjs suka ngomel,Positif
993,naik iur bpjs jaga operasional jamin sehat iur naik perintah pusat perintah subsidi bayar bpjs sehat,Positif
994,pandemi covid orang kena dampak perintah bpjs sehat diam cari jalan baik masyarakat,Positif
995,naik iur bpjs sehat timbang hitung ability to pay mampu bayar masyarakat,Positif
996,mumpung lebaran pekan tuntas bayar iur bpjs langsung layan bpjs sehat optimal,Positif
997,data bpjs sehat puluh april ribu puluh,Netral
998,putus ambil berat lanjut bpjs sehat,Positif
999,bpjs sehat masyarakat nyaman obat jaga sehat,Positif
1000,batal ma iur bpjs sehat naik pres nomor enam ribu puluh presiden jokowi,Netral
1001,serta bpjs sehat sifat wajib milik jamin sehat bentuk asuransi dobel gitu deh gapapa tuju bpjs sehat gotong royong tolong,Positif
1002,bayar iur ratus puluh ribu bulan sakit rawat hari rumah sakit bayar ratus ribu hari kunjung dokter tindak operasi butuh coba hitung asuransi murah bpjs cek sehat daftar,Positif
1003,elemen libat tutup keluar bpjs sehat masyarakat rasa manfaat,Positif
1004,rawat inap tujuh enam malam gara gara sakit lambung vertigo akut rawat jalan obat obat gratis bpjs sehat kelas bayar iur kali rasa manfaat,Positif
1005,serta bpjs sehat sifat wajib heboh jadi sangkut milik jamin sehat asuransi swasta wajib jd serta bpjs sehat,Netral
1006,bijak naik iur langsung bpjs sehat,Positif
1007,jamin sehat banget emang bom sakit sih ngga asa manfaat sakit asa banget loh sakit suruh bayar sekian puluh juta sakit banget bpjs,Positif
1008,turun kelas fasilitas turun,Netral
1009,bpjs sehat masyarakat nikmat lindung jamin sehat biaya jangkau prinsip bpjs gotong royong tolong,Positif
1010,tahu guys bpjs benar naik iur jalan maksimal layan sehat aman tau bpjs defisit parah,Positif
1011,tunggak iur kartu bpjs langsung aktif pandemi bpjs sehat longgar,Positif
1012,bpjs sehat sila serta kerja terima upah kerja turun kelas,Netral
1013,mama ayah kartu kuning tulis askes pegawai swasta kartu putih hijau nama jamsostek program ubah nama jamin sehat nasional selenggara bpjs sehat,Netral
1014,hapus bpjs sehat bantu keluarga rasa manfaat bpjs sehat obat mertua kena stroke gratis rawat jalan fisiotherapy rawat inap operasi obat obat cek darah gratis bayar iur kelas,Positif
1015,bilang bpjs sehat php perintah php perintah pikir rakyat perintah peduli,Positif
1016,perintah hadir sesuai iur bpjs sehat pres no enam ribu puluh,Positif
1017,bijaksana bpjs sehat pandemi covid tunggak iur bpjs bayar maksimal enam tunggak bantu banget ringan serta bpjs kena dampak,Positif
1018,pandemik covid orang kena dampak perintah bpjs sehat diam cari jalan baik masyarakat salah satu bijak longgar bayar iur,Positif
1019,peran bpjs sehat rasa atur tetap iur bpjs dukung patuh atur,Positif
1020,kabar baik serta jkn kis tunggak iur bpjs longgar lunas status serta bpjs sehat aktif,Positif
1021,iya gapapa iur bpjs sehat krn mmg harga sehat orang konsumtif beli barang online beli nmn harga sehat wabah covid tata ulang prioritas hidup konsumtif tetap bijaksana,Positif
1022,bpjs sehat upaya layan baik masyarakat,Positif
1023,sesuai besar iur bpjs sehat langsung layan sehat rakyat,Positif
1024,bpjs sehat layan sesuai besar iur bpjs sehat,Positif
1025,kaget sesuai iur bpjs kali tenang negara hadir sesuai iur bpjs sehat,Positif
1026,jamin sehat nasional asuransi sosial prinsip gotong royong kaya nolong miskin sehat nolong sakit bpjs asuransi komersil provokasi narasi perintah peka perintah hadir rakyat sakit,Positif
1027,sesuai besar iur bpjs sehat langsung layan sehat rakyat bayang pagebluk masyarakat paham jaga negara,Positif
1028,kaget sih dengar iur bpjs juli gimana sakit mahal harga abai sehat,Positif
1029,video jelas bukti hadir perintah sesuai iur bpjs sehat pres enam puluh ribu puluh,Positif
1030,syukur sehat kali bantu krn ada bpjs tolong bayar bpjs bayar bpjs ikhlas moga bantu orang butuh moga kelola bpjs manfaat,Positif
1031,nilai bantu misi negara bantu orang miskin akses layan sehat tarif bpjs murah dunia tdk bantu negara jebol apbn,Positif
1032,pro logika aja asuransi sehat cover premi serendah biar provider gantiin bpjs dinaikin bubar bpjs bpjs bubar mudarat,Positif
1033,perintah ngambil bijak naik iur bpjs sesuai iur bpjs sehat cantum pres no enam ribu puluh subsidi perintah serta pbpu kelas,Positif
1034,pikir biaya sehat biaya murah sakit biaya dokter biaya obat asuransi swasta mahal bpjs manfaat sakit tolong org subsidi silang pahala beda swasta subsidi silang,Positif
1035,inti komunikasi perintah buruk rakyat nggak berat tolong manfaat pegawai kena naik potong bpjs nggak pakai bpjs asuransi sehat,Positif
1036,sehat masak beli rokok bpjs sehat bungkus rokok ngeluh rangin jatah rokok,Positif
1037,tuju naik nominal naik istimewa coba pikir org hasil umk terima upah keluarga 4 org bpjs sehat kelas,Positif
1038,naik iur bpjs sehat jaga lanjut program jamin sehat nasional jkn masyarakat rasa manfaat,Positif
1039,naik iur langsung bpjs sehat masyarakat manfaat,Positif
1040,bayang ngga bpjs sehat bingung bayar biaya rmh sakit plus minus sdh pikir sehat rasa keluar duit ratus puluh ribu ribu berat,Positif
1041,baik masyarakat luas program bpjs prinsip gotong royong untung rugi sehat sehat syukur uang setor manfaat saudara saudara kena sakit,Positif
1042,iya bpjs sehat ikhlas jalan program,Positif
1043,naik langsung operasional bpjs sehat bantu masyarakat butuh,Positif
1044,berat naik bpjs org kerja langsung bantu org butuh tolong sehat situ,Positif
1045,gotong royong tolong cinta bpjs sehat,Positif
1046,bagus niat bantu saudara tanah air biar manfaat fasilitas sehat sedia bpjs,Positif
1047,lanjut layan bpjs sehat iur naik moga maklum,Positif
1048,subsidi silang bayang bpjs jalan uang orang ri layan sehat bpjs sdh kacau balau rs tolak pasien rs blm bayar bpjs,Positif
1049,banget manfaat bpjs hilang masyarakat gol dpt akses sehat,Positif
1050,wow iur bpjs sehat juta warga tanggung pemprov aceh,Positif
1051,guna dana bpjs sehat jaga orang takut obat rs setor bpjs wajib bayar,Positif
1052,ebook pandu layan serta jamin sehat kali ken tau jelas gamblang nih perintah bantu iur serta bpjs sehat,Positif
1053,manteman info nih e book pandu layan serta jamin sehat kali ken tau jelas gamblang perintah bantu iur serta bpjs sehat,Positif
1054,bagus nih pandu serta jamin sehat,Positif
1055,bpjs sehat masalah turun kelas serta,Positif
1056,betapa ebook muda mud paham pandu layan serta jamin sehat lengkap ulas,Positif
1057,bingung pandu layan sehat bpjs galau gundah gulana coba download nih e booknya lengkap bgt deh,Positif
1058,layan baik masyarakat sedia ebook pandu layan sehat serta jamin sehat pandu link,Positif
1059,salah layan bpjs sehat masyarakat buta tahu layan jamin sehat nih download pandu layan guys,Positif
1060,harap hadir ebook pandu serta jamin sehat bantu masyarakat layan baik bpjs sehat,Positif
1061,hak wajib serta ulas ebook pandu layan serta jamin sehat yuk coba ajar layan bpjs sehat puas masyarakat,Positif
1062,gotong royong tolong lho ebook pandu layan masyarakat lengkap banget 136 halaman lho,Positif
1063,layan bpjs sehat puasa masyarakat bpjs sehat usaha layan baik masyarakat indonesia,Positif
1064,info pati maksimal layan bpjs pati luncur aplikasi antre online obat reporter cholis anwar mei murianews upaya mudah pasien jamin sehat,Positif
1065,prinsip gotong royong tolong bpjs sehat paham luang baca ebook pandu layan serta jamin sehat,Positif
1066,bingung layan bpjs sehat suka bingung layan sehat jamin amp gk jamin trus e book pandu layan bpjs sehat bikin paham ttg bpjs,Positif
1067,ebook pandu layan serta jamin sehat baca baca tu mata bpjs sehat layan masyarakat,Positif
1068,makan hoaks bpjs sehat mending baca ebook pandu layan serta jamin sehat deh komplit,Positif
1069,yuk unduh ebook pandu layan serta bpjs sehat biar paham tata alur mekanisme gotong royong tolong,Positif
1070,kantor bpjs sehat blora selatan medan blora utara jalan rusak tembus hutan lebat biar susah,Positif
1071,kartu bpjs sehat gin banget jaga sehat jangka manfaat banget loh nih ebook pandu disave,Positif
1072,serta jamin sehat nasional ebook pandu layan serta jamin sehat loh,Positif
1073,manfaat ebook pandu layan serta sehat mari simak,Positif
1074,download yuk ebook pandu layan serta jamin sehat paham prosedur laku tau layan,Positif
1075,serta binggung ttg layan sehat bpjs serta baca ebook pandu layan sehat,Positif
1076,siang guys yukk cuss download ebook pandu layan serta jamin sehat bsa paham bsa memanfaatkanny cekidot,Positif
1077,ebook pandu layan serta jamin sehat ebook format pdf manfaat ebook,Positif
1078,teman teman ebook pandu layan serta jamin sehat baik masyarakat,Positif
1079,new normal g coba unduh pandu sehat bpjskesehatanri biar ready manfaat bpjs sehat,Positif
1080,bpjs sehat konsisten layan mekanisme syarat tentu,Positif
1081,sakit jamin sehat tenang kisah pasien hemodialisis syukur program jkn kis baca lengkap,Positif
1082,wacana bpjs potong pajak hasil tuju dinda jamin sosial sehat bayar hasil pajak warga riset teman arah situ,Positif
1083,milik dua lupa maha kuasa bpjs sehat,Positif
1084,dokter ugd igd emergency gawat darurat jamin bpjs sehat ranah medis wenang dokter tanggung pasien,Positif
1085,periksa dokter ugd igd nyata dokter emergency gawat darurat jamin bpjs sehat rujuk faskes tingkat i,Positif
1086,pasien hemodialisa aku bantu serta jkn kis,Positif
1087,pasien hemodialisa aku bantu serta jkn kis republika online,Positif
1088,bpjs sehat sederhana aju klaim pasien covid syarat mudah,Positif
1089,bpjs sehat layan baik pandemi covid,Positif
1090,bpjs sehat layan optimal sesuai protokol covid,Positif
1091,terima kasih moga sehat,Positif
1092,atur perintah kait bpjs sehat ri bpjs sehat bantu maju bpjs sehat jg loh,Positif
1093,naik tarif iur bpjs opsi sulit tpi langsung bpjs sehat tetep layan kelas sdh dapaf subsidi perintah subsidi bpjs negara hadir bantu bpjs new normal,Positif
1094,sih bpjs tutup bikin susah rakyat sesuai tarif bpjs layan bpjs sehat iur bpjs new normal negara hadir bantu bpjs perintah subsidi bpjs,Positif
1095,naik tarif jd debat mmg bantu operasional bpjs jalan skr solusi serta mandiri kelas bpjs sehat new normal iur bpjs negara hadir bantu bpjs perintah subsidi bpjs,Positif
1096,bpjs sehat selamat layan masyarakat mari dukung perintah iur serta bpjs sehat,Positif
1097,sebentar newnormal lanjut bpjs sehat baik moga temu jalan baik gotong royong tolong,Positif
1098,liat ilustrasi cerita bpjs sehat biar mudah erti moga bpjs sehat baik depan,Positif
1099,ragu deh klo bpjs sehat hapus baik plus minus lahir cesar rs pakai kartu bpjs sehat layan baik masyarakat,Positif
1100,pen ngakak liat cerita si jono pas sakit banyak mikir tinggal pergi pusat sehat pake kartu bpjs gampang biar cepat sembuh,Positif
1101,perintah bantu iur serta bpjs sehat gotong royong tolong baik,Positif
1102,gimana bpjs sehat mending hapus baik apa hasil moga bpjs sehat layan baik,Positif
1103,kakak doa kartu kepake bpjs niat biar bantu lbh orang sakit beban lbh gede msh sakit mikirin biaya moga sll sehat,Positif
1104,gotong royong harap jaga kualitas sinambung program jamin sehat masyarakat bpjs jalan lanjut,Positif
1105,jg baik masyarakat luas om ellys kerhi program bpjs prinsip gotong royong bkn untung rugi sehat sehat syukur uang setor manfaat saudara kena sakit salut,Positif
1106,iyak bpjs sehat jg ikhlas,Positif
1107,bpjs sehat aku bahas hapus kelas mandiri satu dua kelas standar manajemen bpjs sehat isyarat dukung jalan amanat atur presiden jamin sehat,Positif
1108,bpjs sehat butuh dukung jalan peran fungsi,Positif
1109,perintah bantu iur bpjs sehat mmbrikan pelaynan masyrkt mari support bpjs sehat layan baik,Positif
1110,penejelasannya pake cerita gambar erti moga bpjs sehat baik,Positif
1111,paham yuks dukung apa putus moga layan,Positif
1112,poinya kartun ambar serta puas layan bpjs sehat depan bpjs sehat mending hapus baik baik sih,Positif
1113,baik kak bpjs sehat bantu proses lahir,Positif
1114,perintah usaha bantu masyarakat layan sehat baik moga cerah masyarakat indonesia lupa bayar iur,Positif
1115,makan biar mikirnya bener bpjs sehat terima kasih bpjs nagara bantu bpjs,Positif
1116,sepakat mba negara maju gotong royong,Positif
1117,bpjs sehat dipwrbaiki hapus,Positif
1118,ngerti iur kelas 3 lho aman berat,Positif
1119,jelas iur bpjs kontak mudah paham enak banget,Positif
1120,lanjut baca n paham,Positif
1121,ngeh informasi banget teliti,Positif
1122,komik syarat informasi banget ngeluh gitu,Positif
1123,pasti mba mending baik drpd hapus kasi bener butuh,Positif
1124,bingung iur pbi aman puyeng periksa biar sehat bugar,Positif
1125,kali dangkal informasi riuh yuk baca biar paham,Positif
1126,moga baik bpjs sehat,Positif
1127,paham kelas subsidi perintah yuk cari tau biar info lengkap simpang siur makan hoax lengkap cek komik ok,Positif
1128,eh iya komik bagus banget kemaren kemaren bingung iur bpjs bilang mending bpjs hapus coba mending hapus baik hayooo,Positif
1129,baca sampe abis yah komik suer nih komikus keren banget kisah putar,Positif
1130,bpjs tenaga kerja faham orang perlu bpjs sehat hasil kecewa,Positif
1131,indonesia kenal gotong royong bantu,Positif
1132,mal aidin walfaidzin mohon maaf lahir batin share cerita putar mending baik hapus,Positif
1133,naik iur bpjs kelas tuju perintah gotong royong tolong orang kaya bantu orang miskin insyaallah berkah anak cucu amin,Positif
